EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1205895,ORLEANS PAR.,VIEUX CARRE,07/05/2024,1915,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195057,C,71,LIX,0,0,NWS Employee,Heavy Rain, , ,1,W,1,WNW,VIEUX CARRE,07/05/2024,2115,29.97,-90.09,29.9779,-90.0989,"Flooding in midcity with water covering the road and up to sidewalks in some locations.","Thunderstorms initiated along a cold front during the late afternoon across southern Mississippi. This complex of thunderstorms made its way southward into southeast Louisiana. These thunderstorms produced heavy rainfall in a short amount of time in New Orleans, causing flash flooding across the city. They also produced gusty winds over the waters before dissipating.",116
1205896,ORLEANS PAR.,ALGIERS,07/05/2024,1925,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195057,C,71,LIX,0,0,Public,Heavy Rain, , ,1,NW,1,NNW,ALGIERS,07/05/2024,2125,29.96,-90.06,29.9615,-90.0577,"Flooding reported in the 2100 block of Royal St.","Thunderstorms initiated along a cold front during the late afternoon across southern Mississippi. This complex of thunderstorms made its way southward into southeast Louisiana. These thunderstorms produced heavy rainfall in a short amount of time in New Orleans, causing flash flooding across the city. They also produced gusty winds over the waters before dissipating.",117
1205900,ORLEANS PAR.,GENTILLY,07/05/2024,1925,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195057,C,71,LIX,0,0,Public,Heavy Rain, , ,2,SW,2,SSW,GENTILLY,07/05/2024,2125,30,-90.05,30.0002,-90.0442,"Flooding reported at the intersection of Peoples and Clover.","Thunderstorms initiated along a cold front during the late afternoon across southern Mississippi. This complex of thunderstorms made its way southward into southeast Louisiana. These thunderstorms produced heavy rainfall in a short amount of time in New Orleans, causing flash flooding across the city. They also produced gusty winds over the waters before dissipating.",118
1205899,ORLEANS PAR.,GENTILLY,07/05/2024,1925,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195057,C,71,LIX,0,0,Public,Heavy Rain, , ,2,SSW,1,SSW,GENTILLY,07/05/2024,2125,30,-90.04,30.0006,-90.0372,"Flooding reported at Press Dr. and Old Gentilly Rd.","Thunderstorms initiated along a cold front during the late afternoon across southern Mississippi. This complex of thunderstorms made its way southward into southeast Louisiana. These thunderstorms produced heavy rainfall in a short amount of time in New Orleans, causing flash flooding across the city. They also produced gusty winds over the waters before dissipating.",119
1205897,ORLEANS PAR.,NEW ORLEANS,07/05/2024,1925,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195057,C,71,LIX,0,0,Public,Heavy Rain, , ,1,NW,1,NW,NEW ORLEANS,07/05/2024,2125,29.96,-90.11,29.9588,-90.1082,"Flooding reported at the intersection of Audubon and Colapissa St.","Thunderstorms initiated along a cold front during the late afternoon across southern Mississippi. This complex of thunderstorms made its way southward into southeast Louisiana. These thunderstorms produced heavy rainfall in a short amount of time in New Orleans, causing flash flooding across the city. They also produced gusty winds over the waters before dissipating.",120
1205934,ORLEANS PAR.,NEW ORLEANS,07/09/2024,1753,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195060,C,71,LIX,0,0,NWS Employee,Heavy Rain, , ,2,NNW,1,NNW,NEW ORLEANS,07/09/2024,1953,29.97,-90.11,29.9706,-90.1071,"The Carrolton underpass was closed due to high water from heavy rainfall.","A stalling cold front initiated thunderstorms along it during the evening hours. Those thunderstorms produced heavy rainfall in a short amount of time over the populated are of New Orleans, causing flash flooding before dissipating shortly after.",121
1205935,ORLEANS PAR.,VIEUX CARRE,07/09/2024,1842,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195060,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,W,0,SW,VIEUX CARRE,07/09/2024,2042,29.97,-90.09,29.9671,-90.0824,"Broadcast media shared a video of a street that was completely covered by water, possibly 1 to 2 feet deep.","A stalling cold front initiated thunderstorms along it during the evening hours. Those thunderstorms produced heavy rainfall in a short amount of time over the populated are of New Orleans, causing flash flooding before dissipating shortly after.",122
1205819,ORLEANS PAR.,NEW ORLEANS,07/18/2024,1245,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195066,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NNW,1,N,NEW ORLEANS,07/18/2024,1445,29.97,-90.11,29.9621,-90.1008,"Carrollton Underpass in New Orleans is closed due to flash flooding and heavy rainfall.","A cluster of thunderstorms initiated across south-central Louisiana in response to high instability. This cluster of thunderstorms moved eastward while interacting with mid-level dry air. That dry air helped produced severe downdraft winds as the cluster moved through southeast Louisiana, southern Mississippi, and the adjacent marine areas. This complex also produced heavy rain in New Orleans which led to some flash flooding.",123
1205822,ORLEANS PAR.,NEW ORLEANS,07/18/2024,1325,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195066,C,71,LIX,0,0,Public,Heavy Rain, , ,1,NW,1,N,NEW ORLEANS,07/18/2024,1525,29.96,-90.11,29.9587,-90.0989,"Widespread flooding on Earhart Drive in New Orleans with 3-6 inches of water over the roadways.","A cluster of thunderstorms initiated across south-central Louisiana in response to high instability. This cluster of thunderstorms moved eastward while interacting with mid-level dry air. That dry air helped produced severe downdraft winds as the cluster moved through southeast Louisiana, southern Mississippi, and the adjacent marine areas. This complex also produced heavy rain in New Orleans which led to some flash flooding.",124
1205825,ORLEANS PAR.,NEW ORLEANS,07/18/2024,1425,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195066,C,71,LIX,0,0,Public,Heavy Rain, , ,2,W,2,W,NEW ORLEANS,07/18/2024,1625,29.95,-90.13,29.9471,-90.1262,"Social media reports water approaching homes near Oak Street in New Orleans, LA.","A cluster of thunderstorms initiated across south-central Louisiana in response to high instability. This cluster of thunderstorms moved eastward while interacting with mid-level dry air. That dry air helped produced severe downdraft winds as the cluster moved through southeast Louisiana, southern Mississippi, and the adjacent marine areas. This complex also produced heavy rain in New Orleans which led to some flash flooding.",125
1205867,ORLEANS PAR.,NEW ORLEANS,07/26/2024,1654,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195073,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,0,N,0,NNW,NEW ORLEANS,07/26/2024,1854,29.95,-90.1,29.9516,-90.1005,"Street flooding reported at the intersection of Washington Ave. and S. Broad St. in New Orleans.","Thunderstorms initiated across southeast Louisiana during the afternoon once the area reached the convective temperature. Due to multiple rounds of rainfall from these storms, New Orleans experienced flash flooding during the evening before the activity waned off shortly after sunset.",126
1213323,ORLEANS PAR.,VIEUX CARRE,08/30/2024,925,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195466,C,71,LIX,0,0,Public,Heavy Rain, , ,3,NNW,3,NNW,VIEUX CARRE,08/30/2024,1025,30.01,-90.11,30.0017,-90.1034,"Social media video showed impassable roads across Lakeview, just west of City Park.","An upper level centered over Texas began driving moisture into the local area a couple days prior to this event. By the 30th, the atmospheric moisture content had reached values near the record for this time of year. Storms that developed in this environment were able to tap into this moisture to produce quite heavy rainfall and when combined with slow storm movement, produced flash flooding over New Orleans.",127
1217874,ORLEANS PAR.,VIEUX CARRE,09/11/2024,2000,Flash Flood, , ,0,1,1000000,0,LA,CST-6, ,196874,C,71,LIX,0,0,Emergency Manager,Heavy Rain / Tropical System, , ,3,NW,2,WSW,GENTILLY,09/12/2024,0,30.0049,-90.1161,30.0126,-90.0611,"The greatest impact in the parish was flooding caused by heavy rain.  As the north and northeastern eyewall stretched into an east-west oriented band of heavy rainfall, training storms resulted in widespread rainfall totals of 6-9��� across the parish with locally higher amounts. Most of the rain fell over the course of just a couple hours, overwhelming the city���s drainage capacity and causing canals to overflow. Numerous roads were impassable, and some underpasses flooded with up to 8 ft of water. One high water rescue was necessary when a man drove his vehicle around a barricade and into an underpass. He was transported to an area hospital following the rescue.","Hurricane Francine formed as a tropical storm in the Gulf of Mexico on September 9, 2024, and intensified into a Category 2 hurricane before making landfall near Houma, Louisiana, on the morning of September 11. With sustained winds of 100 mph and gusts peaking at 105 mph, Francine brought widespread damage to southeastern Louisiana and southern Mississippi. A storm surge of 6-9 feet inundated low-lying coastal areas, while torrential rainfall of 10-15 inches caused significant flash flooding, including in the New Orleans metro area. Over 400,000 residents experienced power outages, and extensive wind damage was reported, with numerous trees and powerlines downed. There were a total of 6 direct injuries, 0 indirect injuries and 0 fatalities. The Louisiana Department of Health reported 18 ED visits for carbon dioxide exposure across various parishes in southeast Louisiana. In terms of dollar damage, the best estimate around $100 million but that could be very conservative as some online reports suggest much more than that.",128
1224687,ORLEANS PAR.,VIEUX CARRE,11/19/2024,637,Flash Flood, , ,0,0,0,0,LA,CST-6, ,198062,C,71,LIX,0,0,Public,Heavy Rain, , ,3,NW,2,NW,NEW ORLEANS,11/19/2024,710,29.9989,-90.1137,29.9681,-90.1168,"Reports from the public of several streets with several inches of water on the roadways and a few streets with minor flooding.","A typical mid fall stronger cold front was moving through the region during the early morning hours of November 19th. As the boundary moved into southeast Louisiana, a surface low began to develop and depend right along the front. This resulted in more significant pressure falls which enhanced already deep showers and thunderstorms. As those storms moved over New Orleans Metro and the northshore of Lake Pontchartrain, very heavy rainfall produced flash flooding.",129
1244106,ORLEANS PAR.,VIEUX CARRE,02/19/2025,200,Flash Flood, , ,0,0,0,0,LA,CST-6, ,200676,C,71,LIX,0,0,Mesonet,Heavy Rain, , ,2,NNE,2,NNE,VIEUX CARRE,02/19/2025,400,29.99,-90.07,29.9914,-90.0685,"An underpass gauge showed 2 feet of water along Gentilly Blvd in Mid City.","A frontal boundary was stalled along the northern Gulf on February 18th. As cold front moving south through Texas and northern Louisiana, a surface low began developing where the 2 boundaries met in the northwestern Gulf. The low steadily deepened while tracking east along the Louisiana coastline which enhanced height falls over southeast LA. The increased buoyancy from the height falls perfectly lined up with convection over New Orleans which lead to heavy rainfall and flash flooding.",130
1244105,ORLEANS PAR.,VIEUX CARRE,02/19/2025,200,Flash Flood, , ,0,0,0,0,LA,CST-6, ,200676,C,71,LIX,0,0,Mesonet,Heavy Rain, , ,1,SW,1,SW,VIEUX CARRE,02/19/2025,400,29.96,-90.09,29.9633,-90.0908,"An underpass gauge showed 2 feet of water along Broad Steet in Mid City.","A frontal boundary was stalled along the northern Gulf on February 18th. As cold front moving south through Texas and northern Louisiana, a surface low began developing where the 2 boundaries met in the northwestern Gulf. The low steadily deepened while tracking east along the Louisiana coastline which enhanced height falls over southeast LA. The increased buoyancy from the height falls perfectly lined up with convection over New Orleans which lead to heavy rainfall and flash flooding.",131
1244107,ORLEANS PAR.,GENTILLY,02/19/2025,200,Flash Flood, , ,0,0,0,0,LA,CST-6, ,200676,C,71,LIX,0,0,Public,Heavy Rain, , ,1,SE,1,SE,GENTILLY,02/19/2025,400,30.01,-90.02,30.0048,-90.0163,"A social media post indicated flooding along Downman Road between the I-10 off ramp and Chef Menteur Highway.","A frontal boundary was stalled along the northern Gulf on February 18th. As cold front moving south through Texas and northern Louisiana, a surface low began developing where the 2 boundaries met in the northwestern Gulf. The low steadily deepened while tracking east along the Louisiana coastline which enhanced height falls over southeast LA. The increased buoyancy from the height falls perfectly lined up with convection over New Orleans which lead to heavy rainfall and flash flooding.",132
1258050,ORLEANS PAR.,MC DOLOGHVILLE,04/21/2025,1328,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,E,1,E,MC DOLOGHVILLE,04/21/2025,1528,29.9327,-90.0313,29.9318,-90.0314,"Street flooding reported at Vespasian Blvd. and Shirley Drive in New Orleans.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",133
1258051,ORLEANS PAR.,VIEUX CARRE,04/21/2025,1350,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,NNE,2,NE,VIEUX CARRE,04/21/2025,1550,29.9869,-90.0672,29.9883,-90.0658,"Street flooding reported at AP Tureaud Ave. and North Broad St. in New Orleans.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",134
1258052,ORLEANS PAR.,CUTOFF,04/21/2025,1352,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,W,1,W,CUTOFF,04/21/2025,1552,29.9194,-90.0233,29.9184,-90.0236,"Street flooding reported at Garden Oaks Dr. and Memorial Park Dr. in New Orleans.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",135
1258053,ORLEANS PAR.,VIEUX CARRE,04/21/2025,1352,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,NNE,1,NNE,VIEUX CARRE,04/21/2025,1552,29.9902,-90.0739,29.9884,-90.0741,"Street flooding reported at Paris Ave. & Gentilly Blvd. in New Orleans.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",136
1258054,ORLEANS PAR.,ALGIERS,04/21/2025,1353,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,SE,1,SE,ALGIERS,04/21/2025,1553,29.9412,-90.0355,29.9401,-90.0355,"Street flooding reported at Caso Calvo St. and Socrates St.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",137
1258055,ORLEANS PAR.,ALGIERS,04/21/2025,1439,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,3,ENE,3,ENE,ALGIERS,04/21/2025,1640,29.9712,-90.0031,29.9703,-90.0034,"Flooding near the intersection of Delery St and N Tonti St.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",138
1258056,ORLEANS PAR.,ALGIERS,04/21/2025,1454,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,2,ENE,2,ENE,ALGIERS,04/21/2025,1640,29.9594,-90.0259,29.9587,-90.0261,"Flooding near the intersection of Deslonde st and Royal St.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",139
1258059,ORLEANS PAR.,MC DOLOGHVILLE,04/21/2025,1455,Flash Flood, , ,0,0,4000,0,LA,CST-6, ,202353,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,E,1,E,MC DOLOGHVILLE,04/21/2025,1640,29.9319,-90.0355,29.9304,-90.0251,"Cars reported stalled and stranded on General de Gaulle Dr. due to high water on the road.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",140
1258061,ORLEANS PAR.,ALGIERS,04/21/2025,1500,Flash Flood, , ,0,0,4000,0,LA,CST-6, ,202353,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,3,ENE,3,N,CUTOFF,04/21/2025,1640,29.9639,-90.009,29.9611,-90.0024,"Report of stalled cars on Claiborne Ave due to flooding on the road.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",141
1258211,ORLEANS PAR.,MC DOLOGHVILLE,04/21/2025,1509,Flash Flood, , ,0,0,4000,0,LA,CST-6, ,202353,C,71,LIX,0,0,Public,Heavy Rain, , ,2,W,2,W,MC DOLOGHVILLE,04/21/2025,1640,29.9304,-90.0765,29.9311,-90.0755,"Flooding near intersection of Magazine and Josephine.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",142
1258212,ORLEANS PAR.,NEW ORLEANS,04/21/2025,1515,Flash Flood, , ,0,0,4000,0,LA,CST-6, ,202353,C,71,LIX,0,0,Public,Heavy Rain, , ,1,ESE,1,ESE,NEW ORLEANS,04/21/2025,1640,29.9445,-90.0792,29.9452,-90.0803,"Flooding in the 2000 block of Earhart Blvd.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",143
1258213,ORLEANS PAR.,ALGIERS,04/21/2025,1515,Flash Flood, , ,0,0,4000,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,2,NE,2,NE,ALGIERS,04/21/2025,1640,29.9684,-90.0305,29.9702,-90.0304,"New Orleans flood sensors report flooding at N Claiborne and Poland Ave.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",144
1258215,ORLEANS PAR.,NEW ORLEANS,04/21/2025,1517,Flash Flood, , ,0,0,4000,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,NNW,2,NNW,NEW ORLEANS,04/21/2025,1640,29.9677,-90.1109,29.971,-90.1071,"Carrollton underpass at I-10 flooded.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",145
1258044,ORLEANS PAR.,GENTILLY,04/21/2025,1530,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,SE,1,SE,GENTILLY,04/21/2025,1630,30.01,-90.02,30.0108,-90.0218,"City flood sensors report flooding at Chef Menteur and Downman.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",146
1258219,ORLEANS PAR.,VIEUX CARRE,04/21/2025,1544,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,2,NNE,3,NW,VIEUX CARRE,04/21/2025,1640,29.9923,-90.0679,29.998,-90.1125,"Canal and Gentilly Underpasses at I-610 closed due to high water. Carrollton Underpass at I-10 also closed due to high water.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",147
1258225,ORLEANS PAR.,ALGIERS,04/21/2025,1547,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,WNW,1,NW,ALGIERS,04/21/2025,1640,29.9562,-90.0628,29.9587,-90.0613,"Street flooding near Jackson Square.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",148
1258227,ORLEANS PAR.,NEW ORLEANS,04/21/2025,1605,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,2,W,2,W,NEW ORLEANS,04/21/2025,1640,29.9452,-90.1329,29.9456,-90.1321,"Flooding near the intersection of S Carrollton and Burthe.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",149
1258230,ORLEANS PAR.,VIEUX CARRE,04/21/2025,1635,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202353,C,71,LIX,0,0,Public,Heavy Rain, , ,1,W,1,W,VIEUX CARRE,04/21/2025,1640,29.9685,-90.0905,29.9688,-90.0893,"Several inches of water covering Iberville St behind Warren Easton HS.","On the afternoon of April 21st, a cold front approaching the region began to stall over central Louisiana as upper-level support and steering flow shifted northeastward. With the front losing its dynamical push, storms developed ahead of it across the New Orleans area and became slow-moving due to the lack of steering flow. These storms produced efficient, long-duration rainfall over the city, and the urban landscape of New Orleans quickly became overwhelmed. The result was widespread flash flooding across the metro area, which persisted until the rain finally tapered off near sunset.",150
1260132,ORLEANS PAR.,ALGIERS,05/07/2025,905,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202555,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,WSW,2,WSW,ALGIERS,05/07/2025,1015,29.94,-90.07,29.9406,-90.0735,"Broadcast media relayed report of Calliope Street flooded from heavy rainfall.","A generally stalled front had been the focal point for showers and thunderstorms for a couple days by the early morning of May 7th. A Mesoscale Convective vortex began to develop on the western edge of the shield of convection moving east across the southwestern Louisiana coastline. As these storms reached the New Orleans metro, a wake low developing on the back side of the rain shield began to enhance the intensity of downdrafts from this storm. Surface observations confirmed both pressure rises right as the MCS reached the city and quick drops in pressure post event. What happened in between that was a swath of widespread wind damage over mostly the Westbank of New Orleans from Marrero to Chalmette. Dozens of powerlines and trees were downed.",151
1260135,ORLEANS PAR.,ALGIERS,05/07/2025,910,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202555,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,W,2,WSW,ALGIERS,05/07/2025,1015,29.95,-90.07,29.9445,-90.0744,"Street flooding in the French Quarter relayed by broadcast media.","A generally stalled front had been the focal point for showers and thunderstorms for a couple days by the early morning of May 7th. A Mesoscale Convective vortex began to develop on the western edge of the shield of convection moving east across the southwestern Louisiana coastline. As these storms reached the New Orleans metro, a wake low developing on the back side of the rain shield began to enhance the intensity of downdrafts from this storm. Surface observations confirmed both pressure rises right as the MCS reached the city and quick drops in pressure post event. What happened in between that was a swath of widespread wind damage over mostly the Westbank of New Orleans from Marrero to Chalmette. Dozens of powerlines and trees were downed.",152
1260568,ORLEANS PAR.,MC DOLOGHVILLE,05/09/2025,1450,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202572,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,W,1,W,MC DOLOGHVILLE,05/09/2025,1700,29.93,-90.07,29.9313,-90.0748,"Several inches of water over Mary Street between Magazine Street and Sophie Wright Place.","A surface low developed in the northwestern Gulf and tracking along the Louisiana coastline on May 9th. As moisture surged northward, training along the leading edge of an appendant warm front created a setup conducive for training of heavy rainfall. Flash flooding occurred across various portions of New Orleans Metro.",153
1260569,ORLEANS PAR.,VIEUX CARRE,05/09/2025,1450,Flash Flood, , ,0,0,0,0,LA,CST-6, ,202572,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,E,1,E,VIEUX CARRE,05/09/2025,1700,29.97,-90.07,29.9681,-90.0682,"Flooding reported near Claiborne Avenue and Bayou Road.","A surface low developed in the northwestern Gulf and tracking along the Louisiana coastline on May 9th. As moisture surged northward, training along the leading edge of an appendant warm front created a setup conducive for training of heavy rainfall. Flash flooding occurred across various portions of New Orleans Metro.",154
